Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-01-02 00:00:00-05:00,0.1188696026802063,0.1197309265268467,0.1188696026802063,0.1188696026802063,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11671631729310142,0.11671631729310142,0.11628566682338715,0.11628566682338715,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1115476449952529,0.1115476449952529,0.11111698299646378,0.11111698299646378,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10681038699539808,0.10681038699539808,0.10637972503900528,0.10637972503900528,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10465706821097963,0.10465706821097963,0.10422641783952713,0.10422641783952713,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10982498526573181,0.11025564717340866,0.10982498526573181,0.10982498526573181,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10982496560584139,0.10982496560584139,0.10896365344524384,0.10896365344524384,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10551838168781143,0.10551838168781143,0.10508771985769272,0.10508771985769272,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1055184081196785,0.10594907005767601,0.1055184081196785,0.1055184081196785,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10767173022031785,0.10853304278701656,0.10767173022031785,0.10767173022031784,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.1072410604022056,0.1072410604022056,0.10681039839982986,0.10681039839982986,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11327029019594193,0.1137009522278323,0.11327029019594193,0.11327029019594193,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11025564717340866,0.11025564717340866,0.10982498526573181,0.10982498526573181,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11197825521230698,0.11283956731101738,0.11197825521230698,0.11197825521230698,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11327029019594193,0.11413161425972268,0.11327029019594193,0.11327029019594193,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.1132702189916389,0.11370088075280525,0.11283955723047256,0.11283955723047256,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.1115476449952529,0.1115476449952529,0.11111698299646378,0.11111698299646378,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11111693348688886,0.11111693348688886,0.11025562137365341,0.11025562137365341,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.1072410604022056,0.1072410604022056,0.10681039839982986,0.10681039839982986,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10336509689363788,0.10336509689363788,0.10293443500995636,0.10293443500995636,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09819640144211658,0.09819640144211658,0.0973350778222084,0.0973350778222084,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09216718886587395,0.09216718886587395,0.09173653274774551,0.09173653274774551,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09518180042505264,0.09561245652386635,0.09518180042505264,0.09518180042505264,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09862708300352097,0.09905773339914974,0.09862708300352097,0.09862708300352097,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09862708300352097,0.09948839529534988,0.09862708300352097,0.09862708300352097,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09905774891376495,0.09948841087741621,0.09905774891376495,0.09905774891376495,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09475117311022482,0.09475117311022482,0.09388985484838486,0.09388985484838486,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09388985484838486,0.09432051685444841,0.09388985484838486,0.09388985484838486,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09130585697982714,0.09130585697982714,0.09087520092725754,0.09087520092725754,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09044457144501364,0.09044457144501364,0.09001313894987106,0.09001313894987106,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08872116481707183,0.08872116481707183,0.08785984665155411,0.08785984665155411,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.09001313894987106,0.09044457144501364,0.09001313894987106,0.09001313894987106,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09388985484838486,0.09475117311022482,0.09388985484838486,0.09388985484838486,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.0887211595931817,0.0887211595931817,0.0882904976606369,0.0882904976606369,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08398390157798849,0.08398390157798849,0.0835532397031784,0.0835532397031784,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08484521508216858,0.08527587696334953,0.08484521508216858,0.08484521508216858,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08269193141559772,0.08269193141559772,0.08183061331510544,0.08183061331510544,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08699852973222733,0.08742918594601176,0.08699852973222733,0.08699852973222733,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.0882904976606369,0.0887211595931817,0.0882904976606369,0.0882904976606369,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09130587428808212,0.09216719230678018,0.09130587428808212,0.09130587428808212,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09173653274774551,0.09216718886587395,0.09173653274774551,0.09173653274774551,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.0908752492027114,0.0908752492027114,0.09044458717107773,0.09044458717107773,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.09001313668584147,0.09001313668584147,0.08958248049020767,0.08958248049020767,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08958249147987715,0.08958249147987715,0.08915182948112488,0.08915182948112488,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08915181577544033,0.08915181577544033,0.0882904976606369,0.0882904976606369,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08183061850845719,0.08183061850845719,0.08139996230602264,0.08139996230602264,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07795390255002077,0.07795390255002077,0.07752324640750885,0.07752324640750885,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07536993269343635,0.07536993269343635,0.07450861483812332,0.07450861483812332,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07752324640750885,0.07795390255002077,0.07752324640750885,0.07752324640750885,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07709256315965818,0.07709256315965818,0.07666190713644028,0.07666190713644028,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07967732101678848,0.08053863911812147,0.07967732101678848,0.07967732101678848,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.0835532397031784,0.08441455770251317,0.0835532397031784,0.0835532397031784,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08872115612030029,0.08958247420138847,0.08872115612030029,0.08872115612030029,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08829050285916971,0.08829050285916971,0.08785984665155411,0.08785984665155411,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.08872115612030029,0.08958247420138847,0.08872115612030029,0.08872115612030029,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.0921672135591507,0.09302853177645576,0.0921672135591507,0.0921672135591507,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.09216718886587395,0.09216718886587395,0.09173653274774551,0.09173653274774551,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.0908752334017659,0.0908752334017659,0.09001313894987106,0.09001313894987106,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.0887211595931817,0.0887211595931817,0.0882904976606369,0.0882904976606369,12275200,0.0,0.0
1981-03-27 00:00:00-05:00,0.0857065371436554,0.0857065371436554,0.08527588099241257,0.08527588099241257,12252800,0.0,0.0
1981-03-30 00:00:00-05:00,0.08527588099241257,0.086137199045184,0.08527588099241257,0.08527588099241257,9900800,0.0,0.0
1981-03-31 00:00:00-05:00,0.08527587461082017,0.08527587461082017,0.08441455662250519,0.08441455662250519,15993600,0.0,0.0
1981-04-01 00:00:00-05:00,0.08398390157798849,0.08398390157798849,0.0835532397031784,0.0835532397031784,34070400,0.0,0.0
1981-04-02 00:00:00-05:00,0.09087520092725754,0.09130585697982714,0.09087520092725754,0.09087520092725754,31404800,0.0,0.0
1981-04-03 00:00:00-05:00,0.09130587428808212,0.09173653617257391,0.09130587428808212,0.09130587428808212,16486400,0.0,0.0
1981-04-06 00:00:00-05:00,0.09001313668584147,0.09001313668584147,0.08958248049020767,0.08958248049020767,22803200,0.0,0.0
1981-04-07 00:00:00-05:00,0.0891518122857014,0.0891518122857014,0.08872115612030029,0.08872115612030029,10684800,0.0,0.0
1981-04-08 00:00:00-05:00,0.09302850067615509,0.09388981860551347,0.09302850067615509,0.09302850067615509,21952000,0.0,0.0
1981-04-09 00:00:00-05:00,0.09475115686655045,0.09518181879878343,0.09475115686655045,0.09475115686655045,12499200,0.0,0.0
1981-04-10 00:00:00-05:00,0.09604315459728241,0.0964738108585255,0.09604315459728241,0.09604315459728241,33465600,0.0,0.0
1981-04-13 00:00:00-05:00,0.09604315459728241,0.0964738108585255,0.09604315459728241,0.09604315459728241,16060800,0.0,0.0
1981-04-14 00:00:00-05:00,0.09604315459728241,0.0964738108585255,0.09604315459728241,0.09604315459728241,6652800,0.0,0.0
