Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-01-02 00:00:00-05:00,0.11886963248252869,0.11973095654511538,0.11886963248252869,0.11886963248252869,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11671629485858254,0.11671629485858254,0.11628564447164536,0.11628564447164536,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11154759263905242,0.11154759263905242,0.1111169308423996,0.1111169308423996,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10681040943762747,0.10681040943762747,0.10637974739074707,0.10637974739074707,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10465709065507599,0.10465709065507599,0.10422644019126892,0.10422644019126892,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.109825000166893,0.11025566213300249,0.109825000166893,0.109825000166893,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10982501817216167,0.10982501817216167,0.10896370559930803,0.10896370559930801,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10551836672558353,0.10551836672558353,0.10508770495653152,0.10508770495653152,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10551842302083969,0.10594908501965467,0.10551842302083969,0.10551842302083969,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10767168551683426,0.10853299772593054,0.10767168551683426,0.10767168551683426,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10724100055723353,0.10724100055723353,0.1068103387951851,0.10681033879518509,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11327022314071655,0.113700884917658,0.11327022314071655,0.11327022314071655,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11025566213300249,0.11025566213300249,0.109825000166893,0.109825000166893,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11197832971811295,0.11283964238990561,0.11197832971811295,0.11197832971811295,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11327022314071655,0.11413154669459945,0.11327022314071655,0.11327022314071655,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11327032369786809,0.11370098585713527,0.11283966153860091,0.11283966153860092,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11154759263905242,0.11154759263905242,0.1111169308423996,0.1111169308423996,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11111699355716254,0.11111699355716254,0.11025568097829819,0.11025568097829819,23699200,0.0,0.0
