Date,Open,High,Low,Close,Adj Close,Volume
2018-03-12,0.007000000216066837,0.07999999821186066,0.006000000052154064,0.014999999664723873,0.014999999664723873,2698140
2018-03-13,0.014999999664723873,0.02889999933540821,0.014999999664723873,0.019999999552965164,0.019999999552965164,1399485
2018-03-14,0.0215000007301569,0.02250000089406967,0.009999999776482582,0.01549999974668026,0.01549999974668026,1370651
2018-03-15,0.013899999670684338,0.016499999910593033,0.009999999776482582,0.014000000432133675,0.014000000432133675,499381
2018-03-16,0.014000000432133675,0.02500000037252903,0.013000000268220901,0.023000000044703484,0.023000000044703484,1632058
2018-03-19,0.02710000053048134,0.02889999933540821,0.010499999858438969,0.02410000003874302,0.02410000003874302,4343226
2018-03-20,0.02500000037252903,0.05900000035762787,0.02500000037252903,0.054999999701976776,0.054999999701976776,2732307
2018-03-21,0.0572500005364418,0.0949999988079071,0.052000001072883606,0.08429999649524689,0.08429999649524689,1851460
2018-03-22,0.08034999668598175,0.11999999731779099,0.06539999693632126,0.09489999711513519,0.09489999711513519,1963115
2018-03-23,0.0949999988079071,0.10000000149011612,0.07999999821186066,0.09989999979734421,0.09989999979734421,1215440
2018-03-26,0.13500000536441803,0.14010000228881836,0.07100000232458115,0.11460000276565552,0.11460000276565552,2483921
2018-03-27,0.1120000034570694,0.14550000429153442,0.10000000149011612,0.11739999800920486,0.11739999800920486,1281649
2018-03-28,0.11500000208616257,0.11900000274181366,0.08699999749660492,0.10999999940395355,0.10999999940395355,969367
2018-03-29,0.11500000208616257,0.11900000274181366,0.08100000023841858,0.08500000089406967,0.08500000089406967,751555
2018-04-02,0.07824999839067459,0.08500000089406967,0.060499999672174454,0.06599999964237213,0.06599999964237213,1940446
2018-04-03,0.06300000101327896,0.09099999815225601,0.06300000101327896,0.07410000264644623,0.07410000264644623,534669
2018-04-04,0.07410000264644623,0.08741000294685364,0.04699999839067459,0.06499999761581421,0.06499999761581421,506026
2018-04-05,0.06499999761581421,0.08399999886751175,0.04899999871850014,0.052000001072883606,0.052000001072883606,495431
2018-04-06,0.05299999937415123,0.06400000303983688,0.045099999755620956,0.05490000173449516,0.05490000173449516,343593
2018-04-09,0.05490000173449516,0.07199999690055847,0.04619999974966049,0.06800000369548798,0.06800000369548798,530076
2018-04-10,0.05999999865889549,0.07500000298023224,0.05999999865889549,0.07490000128746033,0.07490000128746033,266706
2018-04-11,0.07999999821186066,0.0828000009059906,0.061000000685453415,0.07199999690055847,0.07199999690055847,190060
2018-04-12,0.07231000065803528,0.0729999989271164,0.061500001698732376,0.07190000265836716,0.07190000265836716,174385
2018-04-13,0.06300000101327896,0.0729999989271164,0.05400000140070915,0.0729999989271164,0.0729999989271164,403318
2018-04-16,0.07649999856948853,0.08839999884366989,0.06509999930858612,0.08399999886751175,0.08399999886751175,310848
2018-04-17,0.08299999684095383,0.08299999684095383,0.06750000268220901,0.07940000295639038,0.07940000295639038,126686
2018-04-18,0.07777000218629837,0.07890000194311142,0.06390000134706497,0.06785000115633011,0.06785000115633011,137190
2018-04-19,0.06989999860525131,0.06989999860525131,0.05999999865889549,0.06960000097751617,0.06960000097751617,98690
2018-04-20,0.0697999969124794,0.0697999969124794,0.05939999967813492,0.06790000200271606,0.06790000200271606,273929
2018-04-23,0.06171000003814697,0.08160000294446945,0.059130001813173294,0.08160000294446945,0.08160000294446945,188815
2018-04-24,0.07999999821186066,0.07999999821186066,0.061400000005960464,0.07599999755620956,0.07599999755620956,123351
2018-04-25,0.0750499963760376,0.07769999653100967,0.05999999865889549,0.0689999982714653,0.0689999982714653,307423
2018-04-26,0.05999999865889549,0.05999999865889549,0.05000000074505806,0.05536000058054924,0.05536000058054924,135874
2018-04-27,0.05889999866485596,0.05889999866485596,0.0471000000834465,0.050030000507831573,0.050030000507831573,170058
2018-04-30,0.05335000157356262,0.05389999970793724,0.04190000146627426,0.051660001277923584,0.051660001277923584,151647
2018-05-01,0.05249999836087227,0.05249999836087227,0.0364999994635582,0.0442500002682209,0.0442500002682209,277092
2018-05-02,0.03999999910593033,0.05000000074505806,0.03880000114440918,0.049800001084804535,0.049800001084804535,374902
2018-05-03,0.04989999905228615,0.05999999865889549,0.04600000008940697,0.058320000767707825,0.058320000767707825,247199
2018-05-04,0.05920000001788139,0.05999999865889549,0.04699999839067459,0.05999999865889549,0.05999999865889549,147567
2018-05-07,0.05889999866485596,0.05900000035762787,0.04699999839067459,0.05282999947667122,0.05282999947667122,119263
2018-05-08,0.054999999701976776,0.054999999701976776,0.03400000184774399,0.05400000140070915,0.05400000140070915,688494
2018-05-09,0.04960000142455101,0.05299999937415123,0.04600000008940697,0.05299999937415123,0.05299999937415123,110469
2018-05-10,0.04600000008940697,0.050700001418590546,0.04600000008940697,0.050700001418590546,0.050700001418590546,21623
2018-05-11,0.04270000010728836,0.05090000107884407,0.03999999910593033,0.04399999976158142,0.04399999976158142,138951
2018-05-14,0.04989999905228615,0.05000000074505806,0.03099999949336052,0.0478999987244606,0.0478999987244606,187433
2018-05-15,0.04500000178813934,0.05999999865889549,0.0406000018119812,0.05999999865889549,0.05999999865889549,342985
2018-05-16,0.06790000200271606,0.06790000200271606,0.04470000043511391,0.05950000137090683,0.05950000137090683,170489
2018-05-17,0.05900000035762787,0.05999999865889549,0.05634000152349472,0.05999999865889549,0.05999999865889549,66835
2018-05-18,0.04699999839067459,0.05999999865889549,0.04100000113248825,0.05999999865889549,0.05999999865889549,113185
2018-05-21,0.05999999865889549,0.05999999865889549,0.051500000059604645,0.05999999865889549,0.05999999865889549,78581
2018-05-22,0.054999999701976776,0.056699998676776886,0.05400000140070915,0.056699998676776886,0.056699998676776886,40840
2018-05-23,0.05900000035762787,0.05900000035762787,0.05400000140070915,0.05400000140070915,0.05400000140070915,11857
2018-05-24,0.04919999837875366,0.05389999970793724,0.04723000153899193,0.05276999995112419,0.05276999995112419,237414
2018-05-25,0.05050000175833702,0.05900000035762787,0.03700000047683716,0.05536000058054924,0.05536000058054924,420375
2018-05-29,0.05009999871253967,0.05490000173449516,0.04149999842047691,0.04907999932765961,0.04907999932765961,94040
2018-05-30,0.045099999755620956,0.054499998688697815,0.04179999977350235,0.053679998964071274,0.053679998964071274,257694
2018-05-31,0.052000001072883606,0.052000001072883606,0.04179999977350235,0.0478999987244606,0.0478999987244606,138369
2018-06-01,0.04500000178813934,0.053630001842975616,0.04490000009536743,0.053630001842975616,0.053630001842975616,95464
2018-06-04,0.0560000017285347,0.05999999865889549,0.05400000140070915,0.05999999865889549,0.05999999865889549,146745
2018-06-05,0.0560000017285347,0.05999999865889549,0.0560000017285347,0.05999999865889549,0.05999999865889549,275402
2018-06-06,0.05999999865889549,0.09200000017881393,0.05849999934434891,0.09000000357627869,0.09000000357627869,284081
2018-06-07,0.0860000029206276,0.10750000178813934,0.07500000298023224,0.09749999642372131,0.09749999642372131,280693
2018-06-08,0.0957999974489212,0.10050000250339508,0.09000000357627869,0.09940999746322632,0.09940999746322632,261902
2018-06-11,0.10499999672174454,0.12999999523162842,0.07850000262260437,0.0949999988079071,0.0949999988079071,414814
2018-06-12,0.09989999979734421,0.11749999970197678,0.09000000357627869,0.10000000149011612,0.10000000149011612,104635
2018-06-13,0.10999999940395355,0.10999999940395355,0.08950000256299973,0.10999999940395355,0.10999999940395355,82672
2018-06-14,0.10849999636411667,0.10999999940395355,0.09425000101327896,0.10999999940395355,0.10999999940395355,129088
2018-06-15,0.09860000014305115,0.11999999731779099,0.09860000014305115,0.10499999672174454,0.10499999672174454,65937
2018-06-18,0.11999999731779099,0.11999999731779099,0.08100000023841858,0.11829999834299088,0.11829999834299088,165920
2018-06-19,0.11800000071525574,0.11999999731779099,0.0949999988079071,0.10980000346899033,0.10980000346899033,152092
2018-06-20,0.09860000014305115,0.10868000239133835,0.09009999781847,0.09870000183582306,0.09870000183582306,79475
2018-06-21,0.09893999993801117,0.10499999672174454,0.09019999951124191,0.09989999979734421,0.09989999979734421,71715
