Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-01-02 00:00:00-05:00,0.11886953562498093,0.11973085898574215,0.11886953562498093,0.11886953562498093,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11671628738040957,0.11671628738040957,0.11628563702106474,0.11628563702106476,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11154765995416731,0.11154765995416731,0.11111699789762498,0.11111699789762497,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10681037951465495,0.10681037951465495,0.10637971758842468,0.10637971758842468,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10465707569234509,0.10465707569234509,0.10422642529010773,0.10422642529010773,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10982497036457062,0.11025563221381483,0.10982497036457062,0.10982497036457062,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10982501817216167,0.10982501817216167,0.10896370559930803,0.10896370559930801,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10551836672558353,0.10551836672558353,0.10508770495653152,0.10508770495653152,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1055183857679367,0.105949047614708,0.1055183857679367,0.1055183857679367,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10767166316509247,0.10853297519538753,0.10767166316509247,0.10767166316509247,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10724102299909806,0.10724102299909806,0.10681036114692688,0.10681036114692688,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11327031254768372,0.11370097466455707,0.11327031254768372,0.11327031254768372,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11025563221381483,0.11025563221381483,0.10982497036457062,0.10982497036457062,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11197829246520996,0.1128396048504615,0.11197829246520996,0.11197829246520996,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11327031254768372,0.11413163678143043,0.11327031254768372,0.11327031254768372,35548800,0.0,0.0
